x,y,frame
2930.15336969329,3092.00753238863,1
3133.20887525084,5572.55044430884,1
3214.89987737781,2646.14988407395,1
3756.89783698617,2431.94850725127,1
5049.53893310325,7809.72562758521,1
7966.67083124461,3057.34678549003,1
8297.98375099817,4370.34797926498,1
8407.49174974989,950.798958535846,1
8385.86899105026,1718.1870977273,1
8410.03740985829,5979.86863043888,1
9136.89948643556,1794.6726555251,1
9107.1293918276,9556.86635538695,1
11084.6965542082,5763.29163803074,1
11540.4065338333,6962.87010061288,1
12441.5625351457,9620.40734174949,1
14471.74198145,7743.37142685839,1
17997.6197785577,6557.74535526444,1
18563.4065465282,6557.35747758557,1
690.116215288278,5965.50068874543,2
2942.32935210003,3066.00404204423,2
3508.67896055986,1391.97649379685,2
4484.48497898453,2489.49583887378,2
6348.6163048377,6633.64869495467,2
7306.95330771907,2704.84536652174,2
7646.95530973174,663.622362089509,2
7663.04283915918,2158.31283886074,2
7997.39880975924,3070.33753638963,2
8306.52894852814,4376.97199580552,2
8323.07346877158,860.440906107444,2
8471.02831706202,2776.65430466181,2
8428.30915333641,5998.38032041903,2
8470.64674889234,1725.72864587408,2
9131.75873415115,9564.94050633581,2
9996.4298097288,7984.67521202486,2
10038.5527377826,1931.30361600168,2
10449.6242292917,9156.03161998233,2
11113.4398411345,3092.23320279611,2
11108.2465460154,5832.0654588105,2
11581.4629450348,6978.40099200462,2
12481.3544272667,9650.96107985682,2
14453.2292943566,7719.49710206481,2
15751.8266689464,5142.76601695488,2
16082.8626507427,6925.00968616017,2
16382.1727944331,5679.48322798266,2
17824.5154728969,8421.22715541094,2
17972.5738466948,824.153051817025,2
17979.7520255413,6604.72615783499,2
466.31440994896,2416.85626578481,3
635.535233952952,5999.2263788143,3
2331.71579462651,4018.75440254668,3
3196.9736083395,2660.15063032695,3
3688.75132643665,9232.8645498535,3
6627.80056246706,650.449173796216,3
7295.8343341788,2668.17245446418,3
7987.8952680878,3077.09532035101,3
8292.48661908931,4370.33968565576,3
8338.01587378929,902.17672710591,3
8412.28715707228,5996.4232828674,3
8510.4383915469,1756.18344917311,3
9127.19441802139,9573.73110790129,3
10015.8907275331,1917.70699528988,3
9932.43676102956,7972.65840840787,3
11156.6521858384,5861.2925043249,3
11571.5718035819,7006.94647908517,3
12484.2384819957,9662.51502830842,3
13386.6016783217,1329.44925098009,3
14437.746936731,7675.59936897413,3
15718.3450335917,5115.63347958266,3
17773.2108163294,8409.22165114358,3
18017.7425550612,780.234273297027,3
18099.3267515582,1237.76412289941,3
19334.5336364992,6336.56513907443,3
507.660073701658,2427.12937161839,4
2296.64811666526,2045.5498818135,4
2319.16864571645,3974.71024075002,4
2360.98488395145,8499.79947851718,4
3199.59204386916,2636.79387538219,4
3709.19012786619,9269.07027899061,4
6463.41182085381,6626.58065358214,4
6846.25168364351,6323.16094447634,4
7313.14938141016,2633.46591871103,4
7626.67984756637,657.076949012123,4
7704.72394105117,2163.96580408442,4
7976.20716750577,3105.47794659123,4
8363.84089806813,881.351682067141,4
8597.95727159107,1746.42872466247,4
9297.00824179796,4695.40984705541,4
9943.88307987272,7915.91793625891,4
11113.865985792,5771.34793007095,4
11587.6553875811,6932.38546410121,4
12147.159563279,3962.67434536887,4
12481.197391348,9630.57210082004,4
12535.3796867135,2221.79938686941,4
14388.9641914947,7741.31938066239,4
16517.5166923598,5845.35790456061,4
17826.9427965041,8448.41747403363,4
17944.9943758052,6607.66439924648,4
17998.0937037975,829.708225883242,4
19152.3560670571,4093.83999083081,4
533.666238467243,2411.73107811509,5
749.009489071846,5964.38115236265,5
2310.76336499873,3987.44173320552,5
3234.30722163156,2603.15983097637,5
3716.9936175367,9249.3361623528,5
4389.03792921732,5711.75513081547,5
5479.63805282388,5981.11840389635,5
6649.46600745177,618.271623756865,5
7648.41613190039,697.825062867699,5
7767.34201009224,2164.73330308924,5
8008.06250767185,3087.74544089427,5
8276.85599506188,4426.52495516779,5
8363.81210735088,880.3509488595,5
8620.09327271058,1739.43049664864,5
8979.15982252002,5021.39234931059,5
9114.17361354227,9524.96528748648,5
9303.00537813973,4704.26990348701,5
12130.5894637228,3941.75542733512,5
12496.3583173854,9631.19361629498,5
13214.657869725,8546.47140750196,5
14386.8124426167,7728.52200325104,5
17797.5088704664,8431.31229867421,5
17889.2199145185,6608.40790875042,5
18052.2557774699,761.061089221731,5
18478.9037755889,6507.75878403159,5
579.171315938448,2395.46652676006,6
2343.64928979782,3976.38030583437,6
2376.59187590904,2043.53877389301,6
2366.74387611949,8498.52061432699,6
3233.5468995787,2630.44228238519,6
3729.74609476413,9252.21755977264,6
4392.4324090805,5713.10868343755,6
6616.50819828574,610.516409479283,6
7314.54701009527,2650.74784949501,6
7628.43258298297,652.932508238798,6
7712.67385571845,2143.25030478202,6
8272.14029472411,4400.30741255123,6
8356.54218679974,879.061912788509,6
8588.57747458938,1726.84826643945,6
8828.63048424644,9107.4404187431,6
8946.04694320428,5020.66003309848,6
9061.34533396568,9556.84617304024,6
11077.6724980641,5637.8846382279,6
12500.2194024102,9670.16181494689,6
13297.1754219162,2400.2006727771,6
13588.1242261287,4629.99498901196,6
14386.7800398253,7718.97036136949,6
17859.7020887807,6606.04496041897,6
17830.5621331064,8430.38546468043,6
18014.8278729733,785.926946042831,6
18126.596772189,1233.47520987549,6
19199.6698914307,4038.9583112231,6
583.80962210687,2401.19786263139,7
2355.59140191514,3953.8467272449,7
2411.12384975766,2071.06086444329,7
2922.57836652196,3125.97705449299,7
3227.40955907863,2666.51750383359,7
3714.11761388737,9255.9682587205,7
7306.19326995211,2643.31591440382,7
7702.12614505312,2160.30744407976,7
7924.68905794268,6345.71079262629,7
7979.88142730726,3061.64745275247,7
8366.05259504879,865.866263079432,7
8620.19600530906,1727.70206699938,7
8831.42587158271,9106.37829188462,7
10117.2742763799,967.573082741725,7
11059.5858768722,5578.56004295592,7
11236.8719912573,6498.33205582517,7
11573.7191318338,8621.8159690817,7
12161.4228416396,3947.35023426942,7
12555.9293647357,9647.50215047565,7
13590.2329614392,4598.83521108838,7
14356.7967391625,7734.89536158616,7
17859.68437356,6621.48320537639,7
17841.2182297284,8444.10619470338,7
18607.329816737,9488.51063145341,7
2361.2506049435,1985.83214258744,8
2341.25880719094,3952.135570601,8
3228.15760862476,2660.03668549965,8
3198.34442042445,6064.22930906219,8
3684.15987437865,9248.2204970924,8
7312.34145463206,2623.88330694766,8
7657.671989621,2136.86565206071,8
7874.16242975078,6387.12238643093,8
7973.6277096305,3083.71836562928,8
8288.64665132656,4438.28073280694,8
8391.68491220601,863.598479541313,8
8537.08289114304,1730.69582420933,8
8723.35959679668,9053.64741514784,8
9074.40264125901,9522.5585240062,8
9326.76226395173,4657.57479497679,8
11087.0922874573,5614.76250338023,8
11592.5490478482,8617.89194455358,8
12356.2088991487,7312.59459369844,8
12505.7187106112,9620.39980458185,8
12775.2558156154,6329.27854221599,8
13079.2466624829,1841.83275805033,8
13550.9530127377,4613.81501222112,8
15204.8092768295,9715.05405822524,8
17922.0169185632,6617.21544962377,8
19233.577307834,4032.28235099657,8
1034.01186635756,8083.91605343537,9
2346.7274281139,2031.46361619189,9
2327.77670024531,3931.13638336436,9
2933.34981548652,3095.97807287899,9
3195.55512477545,2653.1732570817,9
3233.74164452379,6074.62350551814,9
3783.10933576736,9281.36972576144,9
5207.55595176254,7625.50732379421,9
6599.87439118013,553.644616488029,9
7245.67190028792,1721.86273749708,9
7299.68056286629,2619.41212236576,9
7684.14713689997,2166.47615269773,9
8386.10032213819,844.846340072565,9
8301.19684578096,4408.76716106772,9
8642.6252501745,1715.32310087529,9
8720.33552029053,9058.85903927061,9
9077.06530765744,9498.35818008062,9
9321.13716948592,4646.48897902075,9
10092.9785100364,1034.17183060262,9
11604.0840591145,8624.16818397556,9
11622.3800597679,5271.50545616455,9
12238.1523156451,3983.57393839058,9
12384.3734985998,7320.55854355031,9
12493.4836392774,9637.8033802407,9
12830.6449340546,6355.23381247282,9
13548.1478373876,4612.55147895744,9
13886.8054070448,7817.67555026088,9
14406.5922027421,7706.40316262645,9
15207.907541808,9731.02382408154,9
17914.8178056651,6624.59304884124,9
18014.8311386509,759.156846402629,9
776.961312866442,1664.22121090227,10
1027.66932896379,8083.51680472188,10
2373.61086312649,2017.49000989319,10
2321.07940419701,3932.45369698154,10
2999.56234723375,3145.61000945764,10
3714.24236432966,9279.97968546929,10
5226.94129100281,7646.03845160165,10
7294.15521568514,2591.02040401152,10
7725.54198373994,2180.09585455146,10
8373.63176763734,872.473664054924,10
8606.32175018564,1726.98311331525,10
8941.65232146051,5026.73967172673,10
9088.81031775537,9514.47246371711,10
11588.1881944407,8626.93973073017,10
12225.3229521916,3963.99478258679,10
12336.4791803361,7258.88391207994,10
12474.4903850838,9635.30507277461,10
12829.7806114005,6309.29686568972,10
13508.0310788437,4575.71495984059,10
17907.9985378304,6556.8412089647,10
18014.335568457,796.164168262007,10
18068.2754099552,3347.88826806574,10
704.764148562711,5979.49320219865,11
1002.82811407766,8119.17944920581,11
1195.04479030543,1153.51181118342,11
2323.66236979433,2046.79316421197,11
2322.82367110311,3930.74357282967,11
3712.41279158338,9286.22581512856,11
4344.66567604181,767.973636004883,11
5224.58928313482,7641.54538402886,11
5486.82149169554,5912.4737813498,11
7336.48402036421,1643.05305944147,11
7297.32685973454,2603.46762951558,11
7884.59375329088,6384.9995344915,11
8408.41108795827,865.872640186196,11
8604.93497884535,1723.48412351992,11
8761.25503956683,9072.55340847577,11
8954.02836958078,5005.19446602136,11
9077.22986456219,9532.15130516598,11
9304.41503381484,4686.58546614853,11
10085.1267883748,5594.83294474174,11
10117.481425139,1001.2393407007,11
11570.3338596559,8620.2229294527,11
12221.1710774761,3983.49039076108,11
12355.7876914745,7274.96116088307,11
12497.5807944285,9666.99625159806,11
12704.7021300242,8704.68301370362,11
12846.8538368077,6347.65109455541,11
13283.3183446861,8707.96811366762,11
13466.28632368,4563.06338067679,11
14370.9677708209,4678.815174169,11
14427.8710959365,7744.25429764046,11
17990.6656484329,798.869142144319,11
17910.6673418314,6602.946203472,11
1095.17999337158,8123.10242287232,12
2377.86040857665,2007.04261557369,12
2331.85935853247,3945.90536513265,12
3098.20204564655,3033.77374846624,12
3745.31307434663,9273.90699279149,12
5237.08468695787,7654.02152769029,12
5500.47048086807,5904.13217572869,12
7264.08080250556,2601.95218909291,12
7321.05383868637,1697.62645257236,12
7689.67470060634,2121.99744589595,12
8596.01377026774,1727.39403891777,12
8747.48195650049,9086.27402724088,12
8926.33772360949,5018.87384733346,12
9065.15614957661,9526.01347744225,12
9308.5934931554,4712.31236375411,12
11013.8909622776,5598.44668207126,12
11571.1415882649,8623.09883743616,12
12213.0161346726,3960.64252236351,12
12530.8384211429,9643.59149970009,12
12910.133462897,6367.82161725059,12
13280.550321448,8726.80201605729,12
13460.4811048178,4569.47309994871,12
14351.0471195518,4683.56542826729,12
14456.3042910419,7718.41092085214,12
17816.4254511867,8435.33199141421,12
17909.6062603116,6599.13249334297,12
18026.322775334,785.587078363505,12
18150.4337772517,1263.29800542085,12
19220.6295215475,4115.14492519878,12
1095.00777925891,8121.88341112512,13
1157.03928223042,1162.45664455697,13
2333.41467339344,3971.65323573375,13
2371.790143965,2027.41638789612,13
3056.11048812574,3064.44611082968,13
3757.16532138424,9269.15530049411,13
5258.6949950056,7636.73531811176,13
5426.17745329052,4648.71499122169,13
7282.85312316032,2622.67996208167,13
7689.82735303586,2121.62523606004,13
8393.60895089497,874.942623095177,13
8616.00031026803,1748.54151507774,13
8744.87768279395,9007.52035172521,13
8949.16057678611,5086.33588112045,13
9011.2575761455,9528.58884253614,13
9263.69478811765,4672.70359359858,13
10737.507264158,3363.62329995744,13
10782.8845965166,9860.51478154476,13
11062.6134262301,5591.8202719849,13
11194.3433665141,2075.39325824316,13
12286.4834313028,4003.48175232728,13
12433.1727741589,7427.81412488702,13
12971.9995936498,6361.9941964538,13
13079.8848261955,1769.59578448177,13
13233.7564932603,8663.33356067686,13
13453.3367806749,4560.24904950019,13
14448.2209103572,7711.83896627305,13
14801.509074372,4824.48398289204,13
15425.5280719692,2429.11337608103,13
15918.2465154875,7643.06482177413,13
17949.6267581172,6599.57639639643,13
17983.5721286722,784.892273396455,13
18143.415638436,3351.05711145671,13
1187.16589165851,1149.43076315285,14
1160.722194434,8580.18037913022,14
2256.94534726794,5678.1634788033,14
2353.2617849742,2029.2357152462,14
2331.82444641376,3965.38521592482,14
3029.95397540104,3083.94090474308,14
3197.68319475727,2616.58732856013,14
3761.63295388345,9233.96663442287,14
4369.25312429466,1737.71273375075,14
5413.97182962115,4591.27589362923,14
5477.12678063461,5946.43420030841,14
6121.21040739368,8267.0334615727,14
7245.68065772742,2596.10280210512,14
7712.44092019168,2137.26527810785,14
8419.14834082942,858.892649276089,14
8622.2635126284,1723.86947053502,14
9019.52228084893,9537.31015775391,14
9278.58361208061,9099.78531946838,14
10352.1275819624,1973.11150884468,14
11075.113711684,5563.85483108065,14
11182.7751310974,2063.51301274504,14
12340.4055164106,4021.69447647088,14
