x,y,width,intensity,time,error,logL
15777.9748535156,30008.759765625,0.753919541835785,1160.86682128906,32,0.0536056220602114,-47.3514633178711
17883.3190917969,37438.4033203125,0.718114078044891,2035.36474609375,32,0.0339287828934282,-36.9635467529297
16415.9240722656,31908.9208984375,0.670115888118744,1203.84643554688,33,0.0457638794347272,-39.4918518066406
17867.7209472656,37435.0170898438,0.754400908946991,1757.02807617188,33,0.040042039889024,-34.0857772827148
16407.5073242188,31908.9990234375,0.712818443775177,1593.84289550781,34,0.0406209947230968,-35.1795463562012
17870.3430175781,37441.9873046875,0.740135788917542,1947.17993164062,34,0.0365554209386641,-44.8690910339355
16411.4624023438,31921.650390625,0.719034135341644,1473.19030761719,35,0.0436194177714734,-30.8021621704102
17867.7502441406,37439.7119140625,0.733017921447754,2199.01635742188,35,0.0337178837685596,-39.0222625732422
16412.2412109375,31903.8232421875,0.730061650276184,1482.0615234375,36,0.0443503447531655,-50.4062728881836
17874.7448730469,37447.0361328125,0.734980344772339,1997.22412109375,36,0.0356214544094516,-54.785961151123
19746.8371582031,33762.1459960938,0.781860589981079,793.707214355469,36,0.0741252426625099,-37.8041725158691
19841.25,35575.673828125,0.698140978813171,1655.49291992188,36,0.0376699644919391,-39.131950378418
16416.5698242188,31904.7924804688,0.731296956539154,1651.73596191406,37,0.0410901573267218,-54.5981521606445
17872.9382324219,37431.826171875,0.723658680915833,1902.76733398438,37,0.0360021485852281,-44.2858352661133
19757.1264648438,33780.64453125,0.765791118144989,1887.6474609375,37,0.03889535702543,-31.5026702880859
19849.4396972656,35599.306640625,0.712639570236206,1703.74145507812,37,0.0383919849359599,-38.6853637695312
16420.1318359375,31915.9497070312,0.728476464748383,1506.56652832031,38,0.042918120152491,-44.2005615234375
17865.8874511719,37434.2797851562,0.727461695671082,2153.06127929688,38,0.0335279768368845,-28.5697135925293
19838.7365722656,35585.0244140625,0.734563231468201,834.435791015625,38,0.0656212128769413,-24.5027618408203
16410.0537109375,31921.4697265625,0.725040674209595,1567.90893554688,39,0.0409791311829264,-45.7248764038086
17869.9645996094,37438.3251953125,0.741369724273682,2254.89965820312,39,0.0330743080352155,-52.7454223632812
16400.4577636719,31914.1259765625,0.719721972942352,1318.455078125,40,0.0469643941365126,-32.9313316345215
16413.0297851562,31912.5903320312,0.691840052604675,1422.39929199219,41,0.0427906084612563,-26.1576766967773
16409.2858886719,31912.9174804688,0.689288735389709,1401.96594238281,42,0.0429371390518273,-38.9791564941406
16415.7055664062,31909.9365234375,0.690275251865387,1617.35400390625,43,0.0389226388119585,-33.9498138427734
16422.724609375,31920.95703125,0.646716713905334,1251.01318359375,44,0.0435649017627487,-32.7422714233398
16417.197265625,31912.0971679688,0.742983102798462,1499.66723632812,45,0.0440934824690567,-51.7248268127441
16396.3647460938,31906.982421875,0.730255246162415,1348.86596679688,46,0.0471837866442141,-46.2922668457031
15964.365234375,34470.1586914062,0.670432806015015,419.244812011719,47,0.0977051667205568,-99.2726898193359
16406.0913085938,31913.7841796875,0.685314357280731,1340.51989746094,47,0.0445095033743646,-46.7912254333496
15995.2746582031,34497.0556640625,0.74643874168396,1450.77014160156,48,0.044420814363404,-49.8998947143555
16391.9995117188,31909.951171875,0.692639172077179,545.086364746094,48,0.0866271257822427,-27.0061645507812
15993.2421875,34492.5219726562,0.704577803611755,1584.84326171875,49,0.0399430922420479,-68.5211181640625
16734.2504882812,32192.7856445312,0.998248040676117,838.865966796875,49,0.0972783199523052,-113.234069824219
16062.8283691406,34472.5048828125,0.923000156879425,1911.45581054688,50,0.0506570875567732,-175.275909423828
16150.0634765625,34464.287109375,1.02537977695465,2215.45922851562,51,0.0532250254399049,-276.40478515625
18882.2290039062,37436.1010742188,0.892148613929749,706.444213867188,51,0.0973548683987156,-41.657585144043
16202.5854492188,35755.2685546875,0.739218473434448,439.40869140625,54,0.111085846566712,-37.7312240600586
16217.0068359375,35763.8989257812,0.738811731338501,1426.6767578125,55,0.0451650551988527,-45.5289649963379
16351.7297363281,34395.703125,0.683636963367462,1343.82312011719,55,0.0444801891573188,-69.6961212158203
16362.8149414062,34406.6772460938,0.725578546524048,1642.95544433594,56,0.0396211166279671,-41.0322151184082
16371.0778808594,34395.7788085938,0.759678602218628,1628.30017089844,57,0.0429377530427579,-45.1579284667969
17473.1018066406,34828.3740234375,0.810049176216125,722.648559570312,59,0.0840320841790737,-49.2090911865234
17057.65625,32546.7431640625,0.704596638679504,1185.59509277344,64,0.0492832983481828,-27.4327239990234
17061.3623046875,32560.8935546875,0.750271022319794,2011.62377929688,65,0.0359422954458123,-49.2673416137695
17041.5222167969,32553.857421875,0.680907011032104,2100.67407226562,66,0.0322839237146465,-45.0971565246582
17474.4750976562,36604.4677734375,0.745829224586487,2244.07250976562,66,0.033631829862219,-75.9948654174805
17040.6848144531,32543.662109375,0.764204978942871,1869.65673828125,67,0.0387062371374871,-53.970947265625
17473.4521484375,36609.384765625,0.781220853328705,2156.7216796875,67,0.0359082417074242,-99.1402740478516
17047.1215820312,32546.3403320312,0.709669947624207,2343.2109375,68,0.0313854536451094,-42.1324996948242
17477.2131347656,36605.234375,0.749910831451416,2350.44360351562,68,0.0321960408448273,-79.7337493896484
17038.8037109375,32552.9907226562,0.710326671600342,2741.486328125,69,0.0283672433301429,-61.5753746032715
17472.2436523438,36602.6904296875,0.778133988380432,2290.66455078125,69,0.0345749841232269,-92.8232040405273
17477.4462890625,36606.865234375,0.746431767940521,2080.32763671875,70,0.0351586620048242,-96.1801681518555
17483.3447265625,36619.3359375,0.781654357910156,2119.94873046875,71,0.0359517465163789,-47.7834968566895
17459.3786621094,36608.544921875,0.714964210987091,2125.43310546875,72,0.032412709797226,-82.1163635253906
17473.8220214844,36605.0610351562,0.771244943141937,2042.7578125,73,0.0371395658465745,-68.0288314819336
17479.4177246094,36606.7578125,0.77264392375946,2147.0625,74,0.0360283525954501,-75.4345550537109
17471.0717773438,36597.8002929688,0.77218896150589,2261.98706054688,75,0.0344261150854723,-62.3400840759277
16381.38671875,31917.2485351562,0.759748637676239,888.573852539062,77,0.0667469203617867,-46.576774597168
18404.4482421875,36278.5400390625,0.842481970787048,1964.78649902344,77,0.0406842663271041,-209.078353881836
16397.1447753906,31915.5712890625,0.702689290046692,2026.62133789062,78,0.034177148154234,-48.6198921203613
18424.794921875,36274.033203125,1.03784883022308,2139.05908203125,78,0.0485502244879811,-311.273895263672
16380.1525878906,31914.970703125,0.762590527534485,1964.556640625,79,0.0383831800854063,-45.4197463989258
18390.3674316406,36278.0786132812,0.816871821880341,2118.38916015625,79,0.037376729525673,-167.185501098633
16379.5068359375,31922.9321289062,0.708793938159943,1640.55322265625,80,0.039950578362835,-29.9791946411133
18393.4509277344,36267.7783203125,0.845357894897461,1954.76940917969,80,0.0418288329164963,-209.599578857422
16399.2785644531,31911.0083007812,0.789080858230591,1739.1279296875,81,0.0431793699471707,-44.09521484375
18385.2197265625,36267.431640625,0.727454364299774,1726.18078613281,81,0.039206192477405,-75.2090911865234
16395.6677246094,31912.6904296875,0.712547481060028,3168.78564453125,82,0.0257996915176617,-85.6862106323242
18114.0173339844,36124.7290039062,1.12639904022217,2347.90283203125,82,0.0601693835752534,-679.871337890625
16383.7744140625,31903.388671875,0.700454115867615,2261.40698242188,83,0.0313664617525704,-26.3798980712891
18015.9411621094,36082.666015625,0.872988820075989,2222.33447265625,83,0.0445698840122658,-602.0517578125
16397.7490234375,31910.6811523438,0.70408970117569,2428.24755859375,84,0.03026523864099,-47.1495895385742
18123.8427734375,36140.7470703125,1.13695669174194,2371.5546875,84,0.0610445657355571,-640.068054199219
16394.00390625,31916.923828125,0.744391858577728,2069.60888671875,85,0.0356024650101662,-51.6597137451172
18129.7961425781,36133.8452148438,1.15851747989655,2256.2001953125,85,0.0649592840685446,-614.312805175781
18899.3103027344,30624.6997070312,0.868696331977844,747.083068847656,85,0.0881109213405674,-18.6628875732422
19578.740234375,36635.5883789062,0.753899693489075,1696.59997558594,85,0.0417061271249834,-112.32649230957
16390.2673339844,31875.9643554688,0.813715875148773,2470.88403320312,86,0.0361768752445486,-88.5568695068359
18205.2624511719,36162.2631835938,1.15277588367462,2225.5849609375,86,0.0666623059459435,-603.327270507812
18896.7309570312,30623.4814453125,0.750055551528931,1980.63342285156,86,0.0363323643393695,-35.180721282959
19569.7485351562,36633.6059570312,0.736345767974854,2605.48803710938,86,0.0302933002054469,-95.4990768432617
16366.0852050781,31853.7036132812,0.884111940860748,2608.9501953125,87,0.0397198998347608,-121.320617675781
18057.5109863281,36100.5639648438,1.01723694801331,2038.77770996094,87,0.0576019044064859,-495.792114257812
18890.8325195312,30602.9223632812,0.73733925819397,2043.50537109375,87,0.0349866055330757,-50.0740661621094
19557.3388671875,36630.2026367188,0.727153837680817,2857.06860351562,87,0.0283324072314261,-136.015609741211
16381.4147949219,31867.5659179688,0.831104934215546,2553.07446289062,88,0.0365133046416367,-131.411773681641
17991.4929199219,36070.341796875,0.731124758720398,1525.39868164062,88,0.0444290003006077,-137.740417480469
18901.8139648438,30629.3408203125,0.735572874546051,2227.8349609375,88,0.0334716123366083,-70.0351028442383
19568.61328125,36636.5185546875,0.727325201034546,3182.25073242188,88,0.0262891768172548,-140.611129760742
16391.0852050781,31858.4497070312,0.817885994911194,2685.68603515625,89,0.0345522305350076,-87.9802169799805
17991.7407226562,36073.8452148438,0.779875516891479,1403.9580078125,89,0.0515413863497896,-184.60514831543
18897.5463867188,30611.1401367188,0.773216366767883,1294.28161621094,89,0.0506926158161832,-31.6565284729004
19561.8054199219,36637.7514648438,0.720874011516571,3218.63500976562,89,0.0258014948077339,-142.393493652344
16385.1489257812,31834.4140625,0.950177729129791,2129.61767578125,90,0.0490395244724355,-135.877471923828
17988.2678222656,36066.9140625,0.758109033107758,1575.66186523438,90,0.0446805590359006,-60.781379699707
18900.1745605469,30595.8813476562,0.747806370258331,847.843322753906,90,0.0671926503523117,-30.6596336364746
19563.2080078125,36638.017578125,0.707004547119141,3195.93920898438,90,0.0255672063432193,-130.891448974609
16387.7563476562,31879.5288085938,0.835998833179474,2399.75537109375,91,0.0385343635220893,-105.662811279297
17978.9599609375,36062.685546875,0.713549792766571,1213.4736328125,91,0.0494026921485,-35.2537612915039
19574.16015625,36631.5747070312,0.703557729721069,3267.14892578125,91,0.0252533999929581,-158.920181274414
15807.9077148438,36715.9838867188,0.720325529575348,1161.70764160156,92,0.051139701512025,-37.6237945556641
16391.2524414062,31890.17578125,0.720373153686523,2142.92504882812,92,0.0339259324428649,-51.4583053588867
17981.2780761719,36060.4516601562,0.752894163131714,1231.97192382812,92,0.0528615758297215,-49.1701622009277
19563.3996582031,36635.9814453125,0.71091639995575,3326.1005859375,92,0.0251554665473622,-180.593841552734
15810.6677246094,36690.439453125,0.731923699378967,1672.2578125,93,0.0397511703249069,-40.0180320739746
16378.7292480469,31901.8139648438,0.738727450370789,2022.20190429688,93,0.0357701149141769,-48.539909362793
17983.4106445312,36050.6689453125,0.717909216880798,1399.01232910156,93,0.0456258668369219,-40.851448059082
19562.470703125,36635.1440429688,0.723544597625732,3161.15698242188,93,0.0263779122852134,-120.520156860352
15804.5715332031,36698.1616210938,0.746055364608765,1501.99304199219,94,0.0432330961041656,-62.1985702514648
16389.013671875,31917.6245117188,0.746552705764771,1221.6845703125,94,0.0520661447620873,-34.5783233642578
17970.7934570312,36062.7563476562,0.660419642925262,1211.2021484375,94,0.0451942434796642,-34.1095695495605
19563.017578125,36635.2587890625,0.706449627876282,3401.48095703125,94,0.0244150213235652,-171.770477294922
15862.451171875,34448.7939453125,0.844285547733307,576.13232421875,95,0.108173274709902,-105.342887878418
16385.2209472656,31900.595703125,0.747244358062744,1370.5888671875,95,0.047650506634734,-35.4432525634766
17973.7878417969,36061.328125,0.697771370410919,1354.96215820312,95,0.0450423592762936,-59.4394493103027
19567.8857421875,36632.7685546875,0.7227863073349,3416.00659179688,95,0.0250333776258257,-192.838363647461
16392.138671875,31914.6533203125,0.731127917766571,1446.10217285156,96,0.0439845157232384,-34.1702690124512
17979.4409179688,36058.6108398438,0.730940282344818,1318.09460449219,96,0.0474908450984922,-39.6194915771484
19566.7016601562,36626.8408203125,0.713906586170197,3184.20263671875,96,0.0256889550068283,-147.531723022461
15824.8425292969,35884.921875,0.719098925590515,1502.75231933594,97,0.0422084228807126,-47.3522872924805
16392.724609375,31907.7172851562,0.739891052246094,1457.60986328125,97,0.0440909645837423,-28.414680480957
17980.2014160156,36042.3486328125,0.705841302871704,1480.88745117188,97,0.0423853221136991,-30.5689735412598
19566.4953613281,36625.576171875,0.734071850776672,3281.07348632812,97,0.0262786979620839,-149.055038452148
15817.0776367188,35880.7177734375,0.743569910526276,1906.25622558594,98,0.0362917410961471,-28.319393157959
16393.6328125,31909.306640625,0.732496201992035,1269.41577148438,98,0.049406933528504,-34.5277366638184
17980.6689453125,36056.6552734375,0.683024346828461,1432.25561523438,98,0.0418650411726004,-57.563060760498
19569.462890625,36630.6665039062,0.728973209857941,3149.79931640625,98,0.0263324425649003,-107.54216003418
15807.7282714844,35878.2421875,0.737041532993317,1752.94262695312,99,0.0392447775909822,-36.2754821777344
19563.4936523438,36627.9272460938,0.708002507686615,3134.0146484375,99,0.0261003217778402,-132.106109619141
15820.0671386719,35879.130859375,0.684361279010773,1487.88452148438,100,0.040158348307567,-34.7055397033691
19569.4445800781,36638.3178710938,0.686558961868286,3142.32690429688,100,0.0251845058608823,-143.741271972656
15815.2429199219,35904.4946289062,0.768540441989899,2016.27038574219,101,0.0374210416076447,-66.4554061889648
16266.3928222656,33650.6884765625,0.763707518577576,668.712036132812,101,0.0820781029875541,-36.0005798339844
17477.8967285156,34464.3872070312,0.725213825702667,1404.16064453125,101,0.0444993989768196,-52.1700973510742
19567.9040527344,36624.677734375,0.705639660358429,3372.6259765625,101,0.024800255318786,-132.92692565918
15814.0173339844,35885.234375,0.748866438865662,1898.84692382812,102,0.0371386369086993,-56.9996032714844
19569.8266601562,36631.9409179688,0.733876764774323,3102.474609375,102,0.0271690690813044,-147.700866699219
15815.0646972656,35882.48046875,0.728680491447449,1442.49597167969,103,0.0439743912263264,-41.1875114440918
19570.3503417969,36633.0419921875,0.711005449295044,3413.01220703125,103,0.0246843757133362,-153.972503662109
15811.3391113281,35878.4497070312,0.735128700733185,1679.72143554688,104,0.0400326236426924,-38.891845703125
19571.0461425781,36628.5571289062,0.718710064888,3162.82763671875,104,0.0262437648862614,-185.841766357422
15813.5961914062,35877.5341796875,0.74036693572998,1937.75952148438,105,0.0367323081435343,-38.7863883972168
19568.2055664062,36633.88671875,0.725845575332642,3166.71923828125,105,0.0265760116948779,-148.739654541016
15826.8115234375,35875.72265625,0.759508967399597,1759.59826660156,106,0.0408589334489597,-29.1139526367188
19568.2409667969,36631.5649414062,0.737162888050079,3126.44384765625,106,0.0273018078713232,-172.585632324219
15813.9001464844,35883.2348632812,0.740527987480164,1916.97912597656,107,0.0368058637378087,-59.2523460388184
19562.783203125,36627.6782226562,0.731290400028229,2693.8037109375,107,0.0295812848335132,-138.115051269531
15807.3388671875,35884.8974609375,0.71144026517868,1629.953125,108,0.0390289188393233,-37.9558334350586
15809.9658203125,35881.3842773438,0.711885511875153,1864.92736816406,109,0.0360032876991442,-39.2849273681641
17973.6059570312,36064.4677734375,0.743343114852905,1385.15222167969,109,0.0467676904007435,-47.3152656555176
15807.36328125,35889.4384765625,0.798259198665619,1506.4697265625,110,0.0480234476044943,-46.3410453796387
17985.0842285156,36041.3989257812,0.756254196166992,1355.25659179688,110,0.0483529561290944,-64.7686767578125
17963.3215332031,36046.279296875,0.698226988315582,1429.13464355469,111,0.0428145848876558,-42.4177398681641
17864.0869140625,37427.8515625,0.753704011440277,1379.54772949219,111,0.0472910085270562,-37.1239013671875
17962.861328125,36057.1850585938,0.769331574440002,1465.12426757812,112,0.0473912438914584,-28.8910675048828
17861.3452148438,37435.390625,0.750863194465637,2126.6787109375,112,0.0355418548530034,-35.1880187988281
17976.6040039062,36055.478515625,0.707501769065857,1347.009765625,113,0.0456671275153258,-53.6775588989258
17857.7661132812,37431.3061523438,0.764353454113007,945.821411132812,113,0.0626644717637273,-25.3914566040039
17991.0278320312,36059.08203125,0.738660633563995,1310.51635742188,114,0.0483470498450966,-53.5924453735352
17973.3837890625,36059.765625,0.686138808727264,1375.60510253906,115,0.0430174321041106,-36.3715782165527
17972.5256347656,36055.9912109375,0.709846377372742,1309.38061523438,116,0.046958513064384,-30.9909439086914
17965.3088378906,36039.5947265625,0.722600519657135,1452.06774902344,117,0.0448717346069784,-38.4070434570312
17959.5166015625,36063.1030273438,0.720880746841431,1286.18518066406,118,0.0470663493864564,-33.4411087036133
17981.6467285156,36057.3364257812,0.722836792469025,1288.54455566406,119,0.0477929700678723,-36.4341506958008
17965.9228515625,36033.2153320312,0.68458753824234,1366.00634765625,120,0.0426405677748885,-46.2052917480469
16354.7448730469,34373.0541992188,0.7145956158638,953.915771484375,121,0.0585882968670836,-58.9276885986328
17981.5979003906,36051.0424804688,0.753439486026764,1410.3828125,121,0.0475381843942761,-46.6746444702148
16362.1276855469,34383.7084960938,0.707011878490448,1366.73193359375,122,0.044263093640655,-48.8463363647461
17964.5935058594,36054.6752929688,0.692751407623291,1218.03039550781,122,0.0479126351178242,-62.5171432495117
16363.4729003906,34376.9018554688,0.725301861763,1346.09497070312,123,0.0466278956801622,-60.4733543395996
17892.7087402344,36062.0849609375,0.92676967382431,2132.83447265625,123,0.0469121690667209,-107.201263427734
16362.8125,34376.7358398438,0.768010973930359,1399.62548828125,124,0.0487738423452258,-48.7284927368164
17811.9750976562,36073.5375976562,0.886780560016632,2730.17041015625,124,0.0386294815747385,-245.692291259766
16355.8862304688,34377.7221679688,0.74071478843689,1783.2197265625,125,0.0393637463440161,-49.4503326416016
17897.9272460938,36062.2583007812,0.872262299060822,2244.9931640625,125,0.0422240049146263,-123.466552734375
16348.9514160156,34378.876953125,0.708854973316193,1511.11791992188,126,0.0414484452366105,-46.6192321777344
16362.2204589844,34383.388671875,0.710358679294586,1621.3564453125,127,0.0390165071877457,-59.4297790527344
16353.8024902344,34382.0849609375,0.729385614395142,1639.45666503906,128,0.0404224340628814,-48.399600982666
16872.0190429688,30928.4594726562,0.697764873504639,474.876129150391,128,0.0920116625615189,-32.8304214477539
16365.2124023438,34382.4560546875,0.75719141960144,1335.65942382812,129,0.0483898729708162,-40.8480491638184
16364.9108886719,34376.2353515625,0.72792512178421,1535.4873046875,130,0.0422629168410277,-74.4351348876953
17672.9748535156,34434.51171875,0.642321646213531,409.890045166016,130,0.0981244179142187,-48.3827095031738
16357.3840332031,34380.80078125,0.731898963451385,1281.07446289062,131,0.0478794272473133,-47.9069747924805
16358.2458496094,34375.595703125,0.762319386005402,1409.66003417969,132,0.0472051654115167,-61.2177429199219
19945.2917480469,30349.3237304688,0.910992801189423,621.157775878906,132,0.114331930033455,-44.8924407958984
16362.529296875,34386.1108398438,0.760650396347046,1363.48461914062,133,0.0483708389950356,-48.6774482727051
15082.1362304688,31899.9340820312,0.721331119537354,1600.01635742188,134,0.0398382931958061,-39.3431510925293
16352.16796875,34389.072265625,0.638828694820404,1164.39575195312,134,0.0434606618001201,-39.0890808105469
19569.638671875,36549.0356445312,0.778962075710297,1691.35522460938,134,0.0429690949895565,-88.6968688964844
15103.5144042969,31912.1044921875,0.75365149974823,1267.50024414062,135,0.0503262293712907,-75.6093826293945
19554.4165039062,36547.5439453125,0.767970860004425,1803.03991699219,135,0.0403905713923447,-155.95344543457
15099.2895507812,31912.6635742188,0.729669153690338,1610.53479003906,136,0.041171088716768,-50.1369247436523
16362.3767089844,34379.6826171875,0.698200285434723,1193.81384277344,136,0.0494912342574682,-41.4248886108398
19566.46484375,36540.9545898438,0.785618662834167,1889.47204589844,136,0.0409170559640518,-85.7566986083984
15107.3852539062,31907.51953125,0.786905646324158,1706.68176269531,137,0.043237765684014,-43.7529258728027
16356.9372558594,34381.845703125,0.734823167324066,697.198181152344,137,0.0759615832040767,-51.8843879699707
18301.2524414062,36251.8920898438,0.745316565036774,3470.23974609375,137,0.0253050850675446,-232.884948730469
15103.8452148438,31904.9389648438,0.769714176654816,2022.93603515625,138,0.0377250421991502,-42.5527877807617
18297.5634765625,36247.2119140625,0.755716264247894,2944.46997070312,138,0.0286027572520256,-164.669952392578
15094.5166015625,31908.3666992188,0.687024652957916,1869.09753417969,139,0.0346835716488077,-55.5307693481445
18294.0502929688,36242.099609375,0.72858065366745,2824.74365234375,139,0.0282989655192987,-175.314559936523
15101.7834472656,31924.3310546875,0.726074397563934,1795.31384277344,140,0.0378281246807922,-45.5436668395996
18340.1916503906,36277.9028320312,0.812194228172302,1607.42626953125,140,0.0461141081524848,-156.033721923828
15086.5209960938,31914.9072265625,0.74065089225769,1752.25903320312,141,0.0398536603562007,-31.0836563110352
18332.5170898438,36265.3515625,0.749531269073486,1423.93017578125,141,0.0456372698494527,-172.531860351562
15099.2700195312,31906.806640625,0.76720130443573,2060.66625976562,142,0.0369328859076001,-51.3739776611328
18315.1257324219,36252.1044921875,0.80245041847229,2726.27880859375,142,0.0309315761436806,-258.79248046875
15089.9768066406,31904.2431640625,0.728681027889252,1807.7177734375,143,0.0383582101657055,-53.9461936950684
18291.9946289062,36236.4038085938,0.714731872081757,3026.291015625,143,0.0265998961315519,-199.587677001953
19547.4182128906,37480.4516601562,0.949656903743744,726.586181640625,143,0.104860690107935,-52.4652519226074
15104.7814941406,31907.3828125,0.762896358966827,1536.94677734375,144,0.0443892163835587,-24.9344711303711
18296.943359375,36245.1000976562,0.745418787002563,3019.24584960938,144,0.0274137762143661,-179.425018310547
15091.7492675781,31901.2109375,0.740716874599457,1723.14196777344,145,0.0400332481206444,-52.4178161621094
18291.3928222656,36245.0512695312,0.768872201442719,2941.40893554688,145,0.0291438306284347,-218.48860168457
19531.6845703125,37499.86328125,0.800694584846497,498.710784912109,145,0.110534931074306,-39.4972801208496
15096.0070800781,31902.5830078125,0.73871910572052,1585.00244140625,146,0.0426514434824671,-53.4087982177734
18297.2973632812,36248.6474609375,0.754969239234924,3302.80859375,146,0.0261199247112627,-229.886535644531
19553.7890625,37458.45703125,0.778583586215973,620.590393066406,146,0.0900744298675688,-40.7852058410645
15093.8659667969,31912.2875976562,0.70667439699173,1578.50964355469,147,0.0401019679396915,-32.6541595458984
18306.611328125,36244.580078125,0.781475901603699,2830.93872070312,147,0.0296321440117337,-220.661972045898
19579.1442871094,37480.5908203125,0.768779277801514,437.040649414062,147,0.117881005257243,-56.107250213623
15082.236328125,31903.2836914062,0.685211181640625,1177.03442382812,148,0.0470935998447392,-36.9214553833008
18353.1079101562,36278.0297851562,0.897829473018646,1741.21850585938,148,0.0487051090654895,-197.634338378906
19535.5871582031,37514.04296875,0.930144786834717,615.328430175781,148,0.114476142040149,-57.9201583862305
19625.1635742188,35164.5483398438,0.705729484558105,538.006164550781,148,0.0854245718324168,-34.4344749450684
17515.2966308594,30809.0234375,0.792619347572327,474.123809814453,149,0.114594394436994,-40.1806831359863
18332.8833007812,36264.2358398438,0.757584929466248,1608.34484863281,149,0.041816619834554,-149.374465942383
19595.9448242188,37499.6557617188,0.997394382953644,670.104858398438,149,0.11630680996585,-29.1135177612305
18110.1879882812,35116.6748046875,0.810069918632507,2264.23193359375,150,0.0363976751624519,-88.5865783691406
18321.6674804688,36262.8393554688,0.742786228656769,1570.51574707031,150,0.0424162853852581,-172.296203613281
